regiao_id,municipio,uf,macrorregiao,latitude,longitude,fornos_detectados,densidade_populacional,pib_per_capita,distancia_centro_urbano_km,indice_pobreza,idh,taxa_informalidade,casos_oit_historicos,cobertura_fiscalizacao,area_desmatada_km2,acesso_educacao,populacao_total,score_risco,categoria_risco,pessoas_em_risco_estimadas
BR-00330,Alto do Forno,GO,Centro-Oeste,-15.338,-50.4345,0,13.34,22888.51,215.9,46.43,0.75,35.36,0,,3.34,62.6,10561,43.9,Médio Risco,112
BR-00331,Cruz das Flores,RN,Nordeste,-5.3018,-34.2208,2,15.95,27979.76,228.9,48.88,0.68,48.07,0,50.45,2.24,55.04,47323,58.4,Médio Risco,974
BR-00332,Vale Grande,CE,Nordeste,-4.2235,-40.5298,0,88.39,37852.8,104.1,36.22,0.77,43.53,0,52.84,0.71,90.33,5781,27.9,Baixo Risco,34
BR-00333,Serra Verde,PI,Nordeste,-4.5316,-43.6821,4,2.06,12150.88,236.6,53.62,0.656,56.7,1,33.94,3.16,53.29,7968,84.6,Alto Risco,333
BR-00334,Bela do Norte,RR,Norte,3.4094,-61.5826,1,18.76,34263.78,297.9,33.5,0.728,42.45,0,47.6,5.9,61.06,7500,53.7,Médio Risco,124
BR-00335,Serra do Sertão,AM,Norte,-5.6825,-64.5206,2,46.54,37411.98,261.6,42.96,0.688,43.55,0,,18.94,59.36,22880,60.9,Médio Risco,471
BR-00336,Santa Azul,PR,Sul,-24.2647,-52.1686,0,8.56,32357.9,183.9,39.26,0.74,40.74,0,64.92,2.09,70.71,41170,33.5,Baixo Risco,311
BR-00337,Vila Feliz,AP,Norte,3.0081,-53.9734,2,54.15,51446.9,251.0,25.87,0.92,36.67,0,51.99,3.87,74.33,51841,35.4,Baixo Risco,400
BR-00338,Vale Feliz,RN,Nordeste,-4.1262,-37.802,3,39.54,42274.81,154.0,41.06,0.738,46.25,1,42.9,1.7,72.46,3586,55.3,Médio Risco,66
BR-00339,Vale Vermelho,AP,Norte,0.8128,-49.9761,0,5.78,32375.79,236.7,38.36,0.721,43.22,0,36.68,29.4,73.43,26614,52.0,Médio Risco,423
BR-00340,Rio Vermelho,SE,Nordeste,-8.9391,-37.3453,1,23.98,28107.4,213.5,47.2,0.686,33.22,0,55.58,0.7,59.93,12859,55.7,Médio Risco,193
BR-00341,Santo do Norte,AM,Norte,-2.1712,-64.4685,3,10.08,12127.79,335.9,58.22,0.567,53.57,0,29.16,5.64,45.11,64069,87.3,Alto Risco,2706
BR-00342,Lago Esperança,TO,Norte,-6.5685,-48.666,6,28.62,17554.76,291.0,51.87,0.599,54.49,0,32.27,9.51,47.51,23516,82.7,Alto Risco,922
BR-00343,Santo Azul,RO,Norte,-11.88,-64.2633,2,48.54,37153.06,220.5,32.89,0.707,40.03,0,34.66,4.44,53.58,29702,53.2,Médio Risco,466
BR-00344,Monte do Cedro,PR,Sul,-25.6004,-49.2014,1,52.06,47177.92,149.4,16.89,0.841,29.23,0,64.18,2.49,81.61,12950,21.7,Baixo Risco,40
BR-00345,Monte do Cedro,RS,Sul,-30.1286,-53.4635,0,29.36,38407.52,129.1,33.27,0.74,48.15,0,61.8,1.97,72.17,283739,30.2,Baixo Risco,2035
BR-00346,Vale Azul,RO,Norte,-11.5163,-63.9607,2,42.87,44018.99,227.9,30.14,0.862,35.39,0,64.53,7.34,71.98,6605,36.3,Baixo Risco,52
BR-00347,Nova do Vale,SE,Nordeste,-11.816,-35.9154,0,7.31,41613.22,176.1,49.73,0.676,55.27,0,45.82,2.54,76.37,19937,45.4,Médio Risco,303
BR-00348,Monte do Carvão,ES,Sudeste,-23.0577,-41.3513,0,26.02,33685.63,206.0,27.5,0.768,32.6,0,39.02,1.92,74.65,37590,31.3,Baixo Risco,222
BR-00349,Bela Vermelho,PR,Sul,-25.4986,-52.3826,0,10.96,39741.37,132.1,37.25,0.718,45.15,0,45.14,0.81,51.54,24000,36.7,Baixo Risco,225
BR-00350,Cruz do Vale,AP,Norte,1.9271,-51.7557,1,91.16,44514.52,154.0,23.39,0.78,21.58,0,64.18,6.82,66.45,12646,30.3,Baixo Risco,56
BR-00351,Alto da Mata,PE,Nordeste,-9.0705,-37.8596,2,71.88,56944.67,111.6,24.48,0.893,27.54,0,,0.4,77.6,3413,23.0,Baixo Risco,11
BR-00352,Vale Esperança,BA,Nordeste,-10.2505,-41.3365,4,33.24,10218.14,195.8,57.05,0.504,55.34,0,35.27,1.79,56.39,13844,86.0,Alto Risco,584
BR-00353,Monte Grande,PB,Nordeste,-7.2613,-34.0,0,135.61,32860.51,164.8,37.98,0.731,56.03,0,56.32,3.33,70.59,9905,38.6,Baixo Risco,117
BR-00354,Boa do Sertão,PB,Nordeste,-5.4726,-36.2493,1,23.33,41825.35,158.2,17.14,0.81,38.07,0,58.03,4.63,90.16,268077,27.3,Baixo Risco,1399
BR-00355,Cruz da Serra,MG,Sudeste,-17.734,-47.7093,4,10.38,19771.84,159.8,59.68,0.581,67.03,0,39.23,18.98,48.77,557306,82.1,Alto Risco,25170
BR-00356,Vila do Vale,PA,Norte,-2.633,-52.0232,1,16.95,37522.67,257.3,40.25,0.659,44.58,0,46.73,5.36,62.25,30838,59.1,Médio Risco,614
BR-00357,São das Flores,RS,Sul,-29.3091,-53.147,0,7.53,51579.08,118.3,14.26,0.891,22.18,0,80.29,0.8,77.23,5676,11.1,Baixo Risco,5
BR-00358,Nova Verde,RO,Norte,-8.9137,-63.2792,4,5.38,38471.68,237.8,38.45,0.746,39.27,1,67.19,11.26,67.33,82665,58.9,Médio Risco,1506
BR-00359,Lago do Forno,MG,Sudeste,-18.0217,-44.0357,2,47.53,30422.83,119.5,45.0,0.699,47.08,1,40.75,9.7,65.22,9640,65.0,Médio Risco,232
BR-00360,Porto do Cedro,PR,Sul,-24.1954,-51.5901,0,9.8,47965.83,55.2,9.13,0.89,39.59,1,79.81,5.18,87.24,16540,15.0,Baixo Risco,34
BR-00361,Bela Feliz,SE,Nordeste,-10.0571,-37.5237,0,12.93,50354.94,43.7,12.39,0.909,31.61,0,82.43,0.69,98.01,14972,9.2,Baixo Risco,12
BR-00362,Santa Grande,AM,Norte,-3.8736,-64.2417,0,23.21,,233.2,45.43,0.747,42.35,0,42.17,6.42,66.02,17577,47.7,Médio Risco,240
BR-00363,Campo Esperança,AM,Norte,-2.903,-65.8589,3,15.66,29637.4,237.6,42.74,0.61,47.11,1,41.51,15.17,72.01,21091,74.7,Alto Risco,635
BR-00364,Vila Dourado,AP,Norte,4.5,-53.0968,2,56.29,24990.79,233.1,47.29,0.758,49.0,0,40.46,16.28,50.62,6362,66.5,Médio Risco,163
BR-00365,Nova Verde,PI,Nordeste,-8.0986,-38.4967,0,30.13,44149.71,147.3,35.13,0.79,55.03,0,54.73,3.2,90.75,13663,34.1,Baixo Risco,131
BR-00366,Rio do Sertão,MT,Centro-Oeste,-12.0527,-56.4222,12,7.92,16364.55,361.8,57.69,0.596,69.46,2,28.4,6.84,45.0,117587,93.7,Alto Risco,6741
BR-00367,Bela do Norte,RS,Sul,-27.9391,-53.0598,0,76.17,45966.45,139.2,29.77,0.773,41.98,0,54.97,3.14,77.71,31510,27.2,Baixo Risco,174
BR-00368,Boa Azul,PI,Nordeste,-6.1236,-44.8239,0,50.4,31785.51,208.8,45.82,0.642,48.05,0,55.64,4.76,70.16,38432,49.8,Médio Risco,613
BR-00369,Alto do Forno,MA,Nordeste,-5.4036,-45.2769,3,4.93,27194.05,254.2,57.6,0.653,57.14,0,21.57,1.25,51.16,2018,76.4,Alto Risco,72
BR-00370,Santo Verde,SP,Sudeste,-25.5267,-50.0965,0,38.77,43473.03,98.4,36.03,0.777,41.78,0,50.24,5.5,80.74,107444,29.4,Baixo Risco,670
BR-00371,Cruz Vermelho,RS,Sul,-28.9766,-53.8195,0,19.35,47958.63,74.0,8.05,0.93,24.03,0,,3.36,94.98,13948,10.2,Baixo Risco,12
BR-00372,Monte Esperança,ES,Sudeste,-22.2973,-38.8769,1,13.05,38531.05,123.1,42.39,0.749,36.4,0,59.13,1.13,65.16,133915,34.2,Baixo Risco,974
BR-00373,Lago Limpo,MA,Nordeste,-3.3621,-44.7792,6,132.53,34091.08,144.7,47.85,0.643,61.78,0,29.72,5.47,50.33,39849,76.7,Alto Risco,1518
BR-00374,Campo Dourado,GO,Centro-Oeste,-15.7427,-49.0642,2,32.65,40110.9,220.1,27.31,0.751,40.3,0,61.81,12.52,73.09,16276,42.0,Médio Risco,176
BR-00375,Santa da Serra,BA,Nordeste,-11.5605,-44.1797,0,19.26,35579.72,128.0,40.63,0.731,54.57,0,59.25,4.53,62.5,4035,41.4,Médio Risco,52
BR-00376,Porto Verde,BA,Nordeste,-14.223,-39.1283,2,32.19,43369.87,139.6,35.5,0.747,50.62,1,57.62,6.8,83.81,498101,47.0,Médio Risco,7506
BR-00377,Santo da Mata,SE,Nordeste,-12.7435,-39.1186,1,66.36,38681.35,81.4,37.23,0.84,45.5,0,45.63,2.02,75.62,89685,30.6,Baixo Risco,632
BR-00378,Serra do Vale,MS,Centro-Oeste,-20.1449,-52.4,3,12.33,33589.0,243.3,38.12,0.795,48.85,1,57.11,9.61,64.74,96649,60.7,Médio Risco,2139
BR-00379,Rio Esperança,MT,Centro-Oeste,-12.687,-53.9898,2,9.62,17883.36,266.1,66.75,0.599,86.25,0,43.43,1.26,48.16,319188,84.0,Alto Risco,18203
BR-00380,Nova Feliz,RN,Nordeste,-6.4982,-35.7817,5,38.61,27415.17,224.2,51.91,0.671,56.85,0,30.23,6.47,39.88,43482,72.6,Alto Risco,1427
BR-00381,Porto Feliz,PB,Nordeste,-7.1615,-37.917,1,4.13,14213.44,199.4,50.94,0.597,50.39,0,35.37,6.31,46.7,178171,74.4,Alto Risco,5581
BR-00382,Lago Grande,SE,Nordeste,-6.6956,-37.2378,0,77.43,39962.45,111.1,27.75,0.818,38.31,0,66.43,5.84,74.64,18066,24.8,Baixo Risco,81
BR-00383,Nova do Norte,RS,Sul,-28.5317,-53.8593,4,4.76,29748.45,206.2,44.62,0.693,59.19,0,47.85,1.09,70.62,82617,61.2,Médio Risco,2125
BR-00384,Porto do Forno,MG,Sudeste,-16.6307,-44.3393,1,22.62,37007.42,115.9,31.2,,30.98,0,41.19,4.24,74.31,14949,37.1,Baixo Risco,112
BR-00385,Santo Vermelho,MT,Centro-Oeste,-11.4585,-55.7698,8,4.55,,261.1,36.64,0.728,45.24,0,48.16,18.07,70.38,17504,67.3,Médio Risco,433
BR-00386,Bela Esperança,TO,Norte,-8.0988,-51.1541,4,7.84,24882.05,250.0,49.91,0.715,58.2,0,35.42,4.75,66.31,37095,69.4,Médio Risco,1153
BR-00387,Rio da Serra,RJ,Sudeste,-22.5161,-41.0895,3,92.77,26475.38,171.3,35.77,0.723,43.65,0,38.76,5.09,62.78,6740,52.0,Médio Risco,108
BR-00388,Vila do Forno,SE,Nordeste,-13.4467,-37.5636,1,85.27,44492.41,156.2,39.3,0.752,37.71,0,43.25,2.76,73.82,49602,40.4,Médio Risco,482
BR-00389,Lago do Cedro,AM,Norte,-3.734,-65.7787,1,71.31,21461.93,286.1,36.39,0.655,57.95,0,54.97,2.05,63.11,22249,64.6,Médio Risco,614
BR-00390,Vila do Forno,RR,Norte,3.1864,-62.1845,3,5.26,18627.9,242.0,44.1,0.609,45.71,0,36.38,12.83,56.75,2740,75.8,Alto Risco,83
BR-00391,Vila Verde,PE,Nordeste,-9.7377,-37.3582,0,10.81,46323.59,156.0,23.94,,26.94,0,63.34,1.01,87.06,18544,18.7,Baixo Risco,43
BR-00392,Campo Azul,AM,Norte,-3.7169,-66.3513,1,38.84,37888.62,184.0,28.2,0.705,32.18,1,59.85,1.77,62.88,21347,44.5,Médio Risco,219
BR-00393,Vila do Vale,PR,Sul,-25.8585,-54.7072,0,57.68,40294.52,106.1,30.08,0.779,45.14,0,,2.69,73.87,95420,27.8,Baixo Risco,573
BR-00394,Rio Feliz,PI,Nordeste,-5.6172,-42.16,0,12.02,33474.81,138.3,46.45,0.717,45.13,1,55.59,1.99,74.07,46934,42.2,Médio Risco,550
BR-00395,Nova Dourado,AC,Norte,-7.7208,-69.8233,4,14.95,28663.71,259.9,36.82,0.696,38.57,1,56.23,21.41,66.61,200655,68.4,Médio Risco,4589
BR-00396,Porto Limpo,MS,Centro-Oeste,-19.5978,-54.8195,0,8.96,31375.04,174.1,29.04,0.771,33.58,0,56.13,7.79,67.12,62953,32.6,Baixo Risco,403
BR-00397,Alto das Flores,RO,Norte,-9.9598,-64.9471,3,110.76,24421.05,301.4,37.35,0.636,51.32,0,34.02,15.73,56.33,16441,75.2,Alto Risco,531
BR-00398,Campo das Flores,GO,Centro-Oeste,-16.0321,-49.7355,2,21.59,40256.12,168.6,11.72,0.886,40.2,0,58.59,8.43,87.91,30548,30.7,Baixo Risco,199
BR-00399,Serra das Flores,MG,Sudeste,-17.8234,-46.4303,0,21.6,26993.26,176.5,45.51,0.6,47.69,0,39.53,5.79,52.97,21268,61.2,Médio Risco,469
BR-00400,Santo das Flores,MS,Centro-Oeste,-22.1693,-55.9781,1,37.14,43624.99,212.2,19.1,0.823,28.42,1,64.27,2.8,73.92,60474,28.0,Baixo Risco,275
BR-00401,Lago Azul,GO,Centro-Oeste,-19.041,-50.911,2,70.48,30915.11,222.0,41.67,0.606,40.68,2,49.85,9.11,70.04,35411,69.4,Médio Risco,858
BR-00402,Vila Grande,SP,Sudeste,-21.9799,-47.6085,0,12.75,45340.98,180.3,11.0,0.759,31.86,0,73.65,1.57,82.53,14977,18.8,Baixo Risco,39
BR-00403,Monte do Forno,RS,Sul,-29.2464,-53.7077,0,110.3,48032.88,86.8,22.15,0.914,35.27,0,68.69,2.88,88.65,33215,15.2,Baixo Risco,65
BR-00404,São Vermelho,AM,Norte,-1.777,-65.727,1,8.85,45423.24,193.4,32.87,0.892,50.88,0,54.44,7.4,83.05,58482,31.7,Baixo Risco,471
BR-00405,Alto Azul,TO,Norte,-7.9701,-45.5634,3,65.11,22438.51,331.9,60.1,0.635,56.37,0,19.26,5.33,70.15,9339,78.1,Alto Risco,342
BR-00406,Santa das Flores,SC,Sul,-25.252,-50.4566,0,6.72,50566.52,82.2,6.86,0.858,28.98,0,63.0,1.22,93.72,48838,12.3,Baixo Risco,60
BR-00407,Serra do Vale,ES,Sudeste,-20.5872,-39.8654,0,34.88,52359.84,110.3,11.49,0.891,33.86,0,59.68,5.78,82.72,4567,16.6,Baixo Risco,10
BR-00408,Vale Verde,RR,Norte,1.5568,-61.9176,1,129.27,21471.57,164.3,33.32,0.757,50.26,1,43.83,1.87,69.69,130871,49.3,Médio Risco,2118
BR-00409,Serra do Carvão,AM,Norte,-2.7975,-65.9349,5,52.49,37973.07,211.8,37.9,0.719,40.22,0,53.95,12.49,63.87,63511,58.0,Médio Risco,1146
BR-00410,Rio das Flores,TO,Norte,-6.6253,-51.361,9,32.7,27242.14,280.7,40.1,0.663,68.62,2,42.49,22.46,54.55,251854,88.3,Alto Risco,13010
BR-00411,Monte Vermelho,PI,Nordeste,-5.6479,-41.3738,1,7.88,31236.47,215.4,55.09,0.674,50.41,0,60.8,3.83,50.18,8138,57.6,Médio Risco,169
BR-00412,Cruz Grande,PE,Nordeste,-6.8128,-37.2324,1,16.26,39197.85,122.2,23.55,0.826,35.02,0,69.38,8.34,79.03,135512,27.2,Baixo Risco,667
BR-00413,Serra do Vale,AP,Norte,0.8671,-52.0208,5,87.74,27584.97,277.7,43.32,0.663,53.7,0,62.16,16.73,64.8,105844,72.1,Alto Risco,3298
BR-00414,São do Vale,SP,Sudeste,-23.4265,-48.9821,2,38.97,26233.36,199.0,50.42,0.717,49.73,1,54.49,3.08,63.6,26166,60.1,Médio Risco,577
BR-00415,Porto Vermelho,AC,Norte,-7.6655,-69.5194,3,86.12,51099.24,183.5,20.99,0.83,42.3,0,76.93,3.81,75.46,20521,30.3,Baixo Risco,136
BR-00416,Rio do Forno,DF,Centro-Oeste,-17.3709,-50.0366,0,38.05,40336.09,92.0,23.51,0.879,27.51,0,63.91,7.63,72.47,8464,15.8,Baixo Risco,15
BR-00417,Serra Feliz,AM,Norte,-3.8038,-65.9258,2,28.47,45447.65,204.4,13.16,0.874,34.39,0,60.79,9.05,99.0,6110,26.8,Baixo Risco,29
BR-00418,Boa do Vale,RS,Sul,-29.8607,-54.7908,0,59.93,40051.34,105.4,25.47,0.768,42.77,1,50.94,2.03,,12848,29.1,Baixo Risco,80
BR-00419,Porto Dourado,CE,Nordeste,-2.9699,-37.0499,0,32.76,30197.56,165.0,35.12,0.772,52.53,0,49.96,1.21,60.3,6838,39.2,Baixo Risco,79
BR-00420,Nova do Forno,SP,Sudeste,-22.6866,-47.5641,0,21.54,29120.46,158.3,51.38,0.722,43.73,1,44.93,0.83,69.81,241507,48.6,Médio Risco,3472
BR-00421,Cruz Esperança,PI,Nordeste,-11.1349,-45.8138,0,5.96,36554.29,162.0,44.25,0.742,44.53,0,39.45,2.61,79.78,5026,42.5,Médio Risco,59
BR-00422,Vale do Sertão,AL,Nordeste,-8.9138,-38.9393,1,49.35,26166.21,172.3,55.46,0.542,62.7,0,39.32,0.85,55.91,39582,73.1,Alto Risco,1412
BR-00423,Serra da Mata,AC,Norte,-9.7486,-70.7353,0,46.65,44171.62,131.6,23.83,0.779,40.94,2,49.81,4.33,55.35,56649,37.8,Baixo Risco,522
BR-00424,Boa do Vale,AL,Nordeste,-9.5603,-37.4814,1,15.0,,102.1,39.81,0.76,36.39,0,40.56,0.29,88.92,51373,31.4,Baixo Risco,326
BR-00425,Vale Grande,PR,Sul,-25.0114,-53.4041,1,94.64,38078.5,154.7,23.21,0.85,49.18,0,47.15,3.8,60.3,57332,34.0,Baixo Risco,504
BR-00426,Alto do Carvão,RO,Norte,-11.2132,-60.6173,1,29.02,27897.95,204.5,34.96,0.611,55.21,0,42.58,19.97,59.24,107259,62.7,Médio Risco,2726
BR-00427,Alto Limpo,DF,Centro-Oeste,-14.7235,-47.4224,0,35.2,32939.2,189.6,31.85,0.748,42.3,0,44.6,7.33,61.59,18819,40.0,Médio Risco,194
BR-00428,Monte do Amparo,RR,Norte,-0.096,-60.7353,0,73.26,41714.61,212.6,41.01,0.85,34.85,0,57.19,27.18,70.06,36660,33.8,Baixo Risco,255
BR-00429,Nova Esperança,AL,Nordeste,-10.3438,-37.7888,1,41.26,23226.29,153.8,59.6,0.621,55.68,0,46.37,7.45,58.96,22767,67.5,Médio Risco,655
BR-00430,Cruz do Cedro,RO,Norte,-9.8723,-62.3288,2,35.75,33396.22,204.4,33.28,0.738,48.06,0,57.94,10.23,,167403,51.5,Médio Risco,2816
BR-00431,Porto Limpo,SE,Nordeste,-11.4297,-37.9826,1,32.09,54201.46,71.5,12.22,0.914,16.64,0,65.86,1.41,87.18,453537,11.8,Baixo Risco,396
BR-00432,Boa Vermelho,RS,Sul,-31.9523,-53.5967,0,284.54,57551.13,76.5,5.89,0.913,30.0,0,60.59,1.16,96.36,7388,10.2,Baixo Risco,7
BR-00433,Nova do Vale,RJ,Sudeste,-21.314,-41.8046,1,10.83,30573.56,140.1,45.26,0.731,54.99,0,39.09,3.77,54.37,2594,52.5,Médio Risco,49
BR-00434,Santo Dourado,RR,Norte,3.6223,-63.6806,2,51.09,40541.19,247.4,41.99,0.721,30.96,0,53.81,6.73,54.18,66931,47.9,Médio Risco,756
BR-00435,Rio das Flores,AL,Nordeste,-9.683,-34.5842,0,25.73,34059.3,147.7,38.17,0.812,42.79,0,63.24,3.13,70.26,125237,30.5,Baixo Risco,842
BR-00436,Campo do Amparo,CE,Nordeste,-7.9452,-39.2747,4,38.48,22707.85,116.4,46.07,0.696,51.96,1,51.49,3.71,61.94,379353,64.8,Médio Risco,9735
BR-00437,Santo Azul,AM,Norte,-2.4816,-63.3067,2,69.71,27758.51,285.3,49.15,0.606,58.88,0,49.73,7.24,50.75,82649,75.9,Alto Risco,2989
BR-00438,Bela Feliz,PA,Norte,-6.1138,-53.9856,5,17.12,26216.76,224.6,46.24,0.683,54.54,0,61.66,18.64,53.77,188099,73.7,Alto Risco,6139
BR-00439,Rio da Serra,RN,Nordeste,-5.3777,-37.8824,0,48.52,34077.81,148.3,31.93,0.704,41.26,0,48.28,1.75,72.26,261732,30.6,Baixo Risco,1727
BR-00440,Boa Verde,PE,Nordeste,-9.6224,-39.4867,0,45.84,38276.45,113.4,24.63,0.878,24.6,0,80.23,1.7,87.02,205042,15.8,Baixo Risco,345
BR-00441,Vila da Serra,RR,Norte,0.4262,-61.0496,1,13.41,29160.19,226.3,35.35,0.713,32.75,0,48.11,3.31,58.99,98859,48.9,Médio Risco,1193
BR-00442,Campo Dourado,BA,Nordeste,-13.5787,-41.6076,1,99.2,30395.37,164.2,35.79,0.746,48.74,0,64.8,1.61,65.13,6616,39.5,Baixo Risco,74
BR-00443,Vila do Vale,RN,Nordeste,-6.0666,-37.2402,2,43.39,24022.71,215.9,50.07,0.669,57.73,0,47.74,14.17,58.32,32518,71.0,Alto Risco,1042
BR-00444,Rio da Mata,CE,Nordeste,-6.1019,-40.9497,2,13.36,22876.09,226.4,49.91,0.598,62.33,1,,1.26,48.97,47813,78.1,Alto Risco,1888
BR-00445,Nova da Serra,ES,Sudeste,-18.3658,-42.1132,0,95.79,43351.23,122.4,31.5,0.846,31.02,0,53.01,2.58,78.96,29005,23.5,Baixo Risco,105
BR-00446,Vale das Flores,RJ,Sudeste,-22.8745,-42.7279,1,15.49,53834.87,124.2,11.34,0.85,36.99,0,56.48,1.15,93.75,31331,17.7,Baixo Risco,80
BR-00447,Cruz do Carvão,TO,Norte,-8.7977,-48.9518,2,19.31,26683.12,295.5,45.06,0.664,45.18,3,21.8,1.51,53.42,233056,76.8,Alto Risco,7123
BR-00448,Bela do Norte,PR,Sul,-24.4964,-52.5098,0,19.22,31726.36,64.6,28.98,0.775,33.08,0,65.89,3.02,65.48,12759,26.9,Baixo Risco,60
BR-00449,Serra Feliz,AL,Nordeste,-10.5966,-34.6541,2,43.18,27356.65,169.5,41.51,0.655,55.57,0,57.7,1.68,57.83,89216,54.2,Médio Risco,1805
BR-00450,Lago Vermelho,PE,Nordeste,-9.5923,-37.9753,2,15.04,32261.0,154.5,38.41,0.713,51.94,2,45.75,2.92,62.83,48803,60.0,Médio Risco,1107
BR-00451,Lago da Serra,AL,Nordeste,-11.9265,-35.0419,3,64.27,40155.62,116.0,27.33,0.822,50.11,0,66.65,4.19,73.91,11250,35.0,Baixo Risco,105
BR-00452,São do Amparo,SC,Sul,-27.043,-51.6966,0,51.85,38415.21,141.7,40.1,0.779,38.79,0,69.74,2.39,75.71,8555,26.2,Baixo Risco,42
BR-00453,Nova Esperança,RJ,Sudeste,-22.7464,-42.3173,1,19.34,38849.87,104.3,33.99,0.71,35.11,0,57.4,2.61,76.37,3918,34.5,Baixo Risco,28
BR-00454,Bela do Vale,BA,Nordeste,-16.2811,-41.7777,2,117.26,17535.27,283.4,60.53,0.635,51.59,0,34.81,1.39,51.29,60293,77.6,Alto Risco,2054
BR-00455,Lago do Sertão,AP,Norte,0.66,-54.1467,2,11.56,30871.33,237.9,42.56,0.705,42.4,0,45.96,13.2,63.75,30362,61.9,Médio Risco,630
BR-00456,Santa Limpo,BA,Nordeste,-14.2214,-39.7003,0,7.64,48169.39,111.1,24.34,0.84,52.3,0,65.75,1.58,91.36,11705,21.6,Baixo Risco,52
BR-00457,Lago Dourado,TO,Norte,-7.9641,-48.4892,1,56.1,27362.2,222.3,42.69,0.723,53.42,0,54.95,1.54,71.48,3149,49.0,Médio Risco,53
BR-00458,Santo do Forno,MG,Sudeste,-20.4839,-43.335,4,2.27,17197.57,171.5,57.03,,64.44,1,40.84,5.27,58.52,56437,83.8,Alto Risco,2557
BR-00459,Santa do Sertão,RS,Sul,-31.7179,-54.2528,0,126.74,38069.74,125.5,39.6,0.742,38.95,0,60.05,4.92,73.12,26445,31.5,Baixo Risco,176
BR-00460,Alto da Mata,PE,Nordeste,-6.826,-38.0908,1,20.97,15626.1,212.7,53.2,0.626,57.71,0,34.92,9.08,44.34,13465,74.5,Alto Risco,466
BR-00461,Santa Verde,PB,Nordeste,-5.3805,-37.9336,2,5.22,18406.87,181.2,36.87,,56.87,0,28.04,14.08,66.26,9847,73.2,Alto Risco,328
BR-00462,Nova do Cedro,BA,Nordeste,-14.003,-39.9696,2,11.3,37599.76,183.3,20.94,0.816,36.14,0,65.43,3.62,74.36,24386,35.1,Baixo Risco,184
BR-00463,Porto Dourado,SE,Nordeste,-11.4549,-37.014,0,5.12,42128.44,142.2,34.88,0.733,42.08,0,40.39,3.21,63.91,59130,37.7,Baixo Risco,552
BR-00464,Rio Vermelho,GO,Centro-Oeste,-15.1173,-49.3461,0,49.34,45102.75,173.8,9.69,0.879,28.98,0,70.2,13.79,78.92,21753,20.1,Baixo Risco,59
BR-00465,Cruz do Forno,PB,Nordeste,-10.5379,-34.8185,1,6.78,34676.13,180.4,49.0,0.743,42.08,0,57.41,1.07,59.84,7438,44.3,Médio Risco,90
BR-00466,Nova do Vale,RJ,Sudeste,-24.8557,-41.0411,1,48.27,28744.46,119.1,34.74,0.794,39.95,1,47.17,0.51,80.84,30557,39.7,Baixo Risco,299
BR-00467,Vila da Mata,PE,Nordeste,-8.773,-36.7885,2,20.71,39943.61,151.8,29.41,0.754,35.5,0,49.97,1.37,76.22,121411,37.7,Baixo Risco,1016
BR-00468,Alto Limpo,SE,Nordeste,-8.4002,-39.4404,2,10.45,16730.58,190.9,53.66,0.561,64.74,2,48.37,8.5,46.55,34556,82.9,Alto Risco,1544
BR-00469,Lago Azul,BA,Nordeste,-13.57,-42.674,0,39.6,27493.78,121.6,48.14,0.74,50.17,1,46.28,1.36,62.7,35794,46.1,Médio Risco,520
BR-00470,Santo Vermelho,PA,Norte,-3.6487,-53.8854,6,40.4,27779.71,269.2,40.25,0.657,50.87,2,31.22,11.98,53.44,21871,83.2,Alto Risco,825
BR-00471,Santa Grande,MT,Centro-Oeste,-11.0527,-54.4015,2,91.48,40062.85,197.8,25.28,0.801,34.0,2,64.42,10.26,58.3,10807,50.5,Médio Risco,141
BR-00472,Boa Grande,MG,Sudeste,-15.1504,-44.1411,0,14.58,31526.6,109.0,29.8,0.76,42.91,0,,2.49,60.42,10367,33.8,Baixo Risco,82
BR-00473,Lago do Sertão,AM,Norte,-4.2776,-67.0467,2,20.65,27800.3,272.7,48.55,0.656,49.32,1,24.02,3.01,52.1,4116,75.5,Alto Risco,130
BR-00474,Boa Azul,AM,Norte,-3.4936,-65.3642,0,17.12,49612.82,192.1,29.54,0.887,35.7,0,67.27,7.83,72.34,143851,23.8,Baixo Risco,579
BR-00475,Nova da Serra,ES,Sudeste,-16.6391,-42.4318,0,31.45,34519.66,118.1,43.02,0.789,51.03,0,44.64,1.49,70.92,58575,34.2,Baixo Risco,534
BR-00476,São das Flores,GO,Centro-Oeste,-18.1111,-49.9344,7,9.45,,257.1,55.92,0.64,45.51,1,42.47,33.63,61.26,36429,86.2,Alto Risco,1346
BR-00477,Porto Limpo,MS,Centro-Oeste,-19.0714,-56.8575,3,17.6,35047.78,229.2,35.52,0.757,58.28,0,45.91,17.17,68.33,47547,61.2,Médio Risco,1209
BR-00478,Santo Grande,PR,Sul,-26.3156,-50.8096,1,18.66,42440.68,95.2,38.82,0.747,40.32,0,62.31,1.46,,50232,29.6,Baixo Risco,310
BR-00479,Serra do Norte,PE,Nordeste,-8.2365,-37.3309,0,44.11,38227.51,80.2,20.87,0.828,37.52,0,65.13,7.25,74.0,13119,19.0,Baixo Risco,38
BR-00480,Rio do Vale,MT,Centro-Oeste,-12.9797,-52.7489,3,23.85,33674.77,264.9,31.09,0.709,42.95,0,23.65,10.07,62.0,21882,64.7,Médio Risco,491
